emp_no,first_name,last_name,title,from_date,to_date
293359,Kersti,Matzel,Technique Leader,1985-10-11,1999-08-20
293368,Ortrun,Henders,Staff,1985-10-10,1991-10-10
293381,Miquel,Asrin,Staff,1985-06-16,1993-06-16
293414,Alain,Bazelow,Staff,1985-03-12,1990-03-12
293525,King,Guenter,Staff,1985-12-20,1993-12-20
293579,Armond,Cools,Staff,1985-05-11,1990-05-11
293585,Manton,Penn,Engineer,1985-05-07,1991-05-07
293724,Jinxi,Pezzoli,Engineer,1985-08-28,1993-08-28
293749,Phuoc,Rijsenbrij,Senior Engineer,1985-04-28,9999-01-01
293788,Peternela,Oskamp,Assistant Engineer,1985-11-14,1987-05-19
293813,Adil,Bisiani,Senior Engineer,1985-04-25,9999-01-01
293846,Kasidit,Murthy,Staff,1985-09-23,1993-09-23
293879,Tsutomu,Sevcikova,Engineer,1985-11-12,1990-11-12
293917,Vincent,Kieras,Engineer,1985-12-29,1993-12-29
294066,Divine,Schaad,Senior Staff,1985-12-25,2000-10-17
294075,Perla,Azumi,Engineer,1985-07-06,1991-07-06
294135,Shaw,Noriega,Senior Engineer,1985-10-11,9999-01-01
294155,Lobel,Feldmann,Engineer,1985-03-29,1992-03-29
294185,Selwyn,Pargas,Staff,1985-11-17,1992-11-17
294318,Kazuhito,Rattan,Assistant Engineer,1985-08-13,1990-08-13
294426,Odysseas,Rohrbach,Senior Engineer,1985-11-12,9999-01-01
294496,Katsuyuki,Ritcey,Engineer,1985-06-16,1990-06-16
294702,Harjit,Conta,Senior Staff,1985-06-27,9999-01-01
294721,Navid,Mamelak,Senior Engineer,1985-09-18,9999-01-01
294787,Patricia,Schlenzig,Staff,1985-10-13,1991-10-13
294811,Morris,Kushner,Engineer,1985-05-25,1992-06-30
294915,Honesty,Danlos,Engineer,1985-02-04,1986-10-20
294924,Carrsten,Danner,Engineer,1985-02-06,1992-02-07
294952,Kolar,Collette,Engineer,1985-04-05,1985-04-23
295054,Ingemar,Erol,Staff,1985-11-06,1990-11-06
295315,Reuven,Merks,Senior Staff,1985-06-11,9999-01-01
295383,Sungwon,Syrzycki,Staff,1985-10-21,1990-10-21
295504,Saddek,Hasham,Engineer,1985-02-11,1991-02-11
295521,Junichi,Marletta,Staff,1985-09-26,1994-09-26
295525,Arnd,Baumann,Senior Engineer,1985-09-05,9999-01-01
295529,Rasikan,Brodie,Engineer,1985-03-16,1994-03-16
295585,Domenico,Poehlman,Senior Engineer,1985-06-22,9999-01-01
295622,Shaw,Demian,Senior Engineer,1985-07-29,9999-01-01
295678,Venkatesan,Camarinopoulos,Technique Leader,1985-02-09,9999-01-01
295748,Gila,Lukaszewicz,Engineer,1985-02-16,1991-02-16
295790,Cedric,Lowrie,Technique Leader,1985-08-12,9999-01-01
295814,Aimee,Billawala,Staff,1985-09-01,1990-09-01
295879,Danai,Gomatam,Technique Leader,1985-04-05,1993-07-21
295903,Zijian,Yavatkar,Staff,1985-02-17,1991-02-17
295975,Debatosh,Serot,Engineer,1985-11-03,1993-11-03
296140,Saeko,Litecky,Assistant Engineer,1985-02-11,1994-02-11
296158,Sverrir,Fraisse,Senior Engineer,1985-09-05,9999-01-01
296212,Lene,Dechter,Staff,1985-07-01,1990-07-01
296317,Chenye,Makrucki,Engineer,1985-12-12,1994-12-12
296352,Huai,Goodrum,Staff,1985-10-24,1991-10-24
296370,Giordano,Masada,Staff,1985-02-02,1990-02-02
296446,Jouni,Michaeli,Staff,1985-12-14,1991-12-14
296466,Miomir,Auria,Staff,1985-08-04,1990-08-04
296473,Tianruo,Brender,Engineer,1985-05-27,1991-05-27
296517,Prodip,Sifakis,Senior Staff,1985-08-25,9999-01-01
296556,Weidon,Stanger,Engineer,1985-11-09,1993-11-09
296587,Lena,Marzano,Staff,1985-09-18,1990-09-18
296598,Felicidad,Kroha,Engineer,1985-12-22,1987-04-27
296627,Florina,Demri,Staff,1985-04-10,1991-04-10
296691,Yuping,Welham,Staff,1985-11-25,1994-11-25
296730,Lobel,Calkin,Engineer,1985-06-25,1992-06-25
296779,Rosalyn,Orsini,Senior Staff,1985-08-07,9999-01-01
296915,Masato,Sudkamp,Senior Engineer,1985-09-01,9999-01-01
296932,Arie,Marwedel,Engineer,1985-08-26,1989-08-06
297013,Apostol,Wuwongse,Senior Staff,1985-09-21,1990-03-25
297022,Kousuke,Swist,Staff,1985-02-02,1994-02-02
297042,Ugo,Camarinopoulos,Engineer,1985-07-28,1994-07-28
297044,Margo,Kirkerud,Staff,1985-11-11,1994-11-11
297211,Fayez,Vrecion,Staff,1985-05-11,1990-04-30
297266,Adil,Furedi,Staff,1985-02-01,1992-02-02
297282,Brendon,Angiulli,Engineer,1985-03-08,1994-03-08
297301,Boaz,Zyda,Staff,1985-12-17,1991-12-17
297325,Jingling,Cusworth,Engineer,1985-11-19,1990-11-19
297388,Duri,Taneja,Assistant Engineer,1985-08-27,1994-08-27
297413,Richara,Tasistro,Staff,1985-06-02,1994-06-02
297514,Ziya,Fordan,Staff,1985-10-01,1993-10-01
297549,Bikash,Kusalik,Senior Engineer,1985-10-17,1991-07-02
297590,Randy,Casley,Senior Engineer,1985-05-31,1986-04-19
297614,Shunichi,Colorni,Staff,1985-05-06,1994-05-06
297627,Fan,Gyimothy,Assistant Engineer,1985-12-03,1994-12-03
297660,Kinh,Tsukuda,Engineer,1985-12-03,1991-12-03
297670,Weicheng,Ariola,Senior Engineer,1985-04-15,1998-01-23
297718,Mountaz,Christ,Engineer,1985-12-09,1986-08-16
297736,Taizo,Byoun,Senior Staff,1985-05-07,9999-01-01
297751,Sastry,Soloway,Senior Engineer,1985-11-23,9999-01-01
297821,Badri,Barvinok,Senior Engineer,1985-07-02,9999-01-01
297837,Youngkon,Sadowski,Staff,1985-12-08,1994-12-08
297874,Juichirou,Valtorta,Engineer,1985-05-01,1991-05-01
297901,Hilari,Biros,Technique Leader,1985-10-12,9999-01-01
298008,Aiichiro,Irland,Staff,1985-07-23,1994-07-23
298014,Isamu,Butner,Staff,1985-05-01,1992-05-01
298132,Pintsang,Keustermans,Staff,1985-04-05,1994-04-05
298188,Danil,DeMori,Engineer,1985-08-12,1992-08-12
298285,Yucel,Millington,Engineer,1985-03-25,1990-03-25
298321,Toong,Constantine,Staff,1985-12-15,1990-12-15
298331,Terresa,Stiles,Senior Engineer,1985-04-08,9999-01-01
298443,Isamu,Ritzmann,Senior Engineer,1985-07-14,9999-01-01
298446,Kazuhiro,Onuegbe,Engineer,1985-07-07,1991-07-07
298543,Youpyo,Schapiro,Engineer,1985-06-28,1993-06-28
298566,Abdelaziz,Eppinger,Engineer,1985-08-12,1990-08-12
298651,Dhritiman,Makinen,Staff,1985-07-03,1994-07-03
298716,Conor,Pillow,Staff,1985-07-04,1990-07-04
298790,Bangqing,Marzano,Engineer,1985-05-08,1991-05-08
298834,Subir,Ramaiah,Staff,1985-07-10,1992-07-10
298879,Akeel,Lindenbaum,Staff,1985-03-24,1992-03-24
298936,Kshitij,Muntz,Senior Staff,1985-07-20,9999-01-01
299020,Takanari,Melski,Senior Engineer,1985-05-21,9999-01-01
299056,Wilmer,Rettelbach,Technique Leader,1985-08-22,9999-01-01
299150,Yahiko,Tzvieli,Technique Leader,1985-08-18,1987-12-11
299270,Maris,Krybus,Assistant Engineer,1985-03-08,1993-03-08
299276,Kazuhisa,Grospietsch,Technique Leader,1985-05-08,9999-01-01
299306,Chenxi,Ghazalie,Engineer,1985-12-22,1994-12-22
299368,Eirik,Birke,Engineer,1985-05-20,1990-05-20
299369,Yishay,Schaft,Engineer,1985-07-03,1992-07-03
299479,Khosrow,Ranst,Engineer,1985-11-12,1991-11-12
299535,Divine,Miara,Assistant Engineer,1985-10-17,1990-10-17
299545,Harngdar,Peha,Engineer,1985-05-26,1993-05-26
299670,Jaewon,Pews,Engineer,1985-12-07,1991-12-07
299795,Hongzhu,Heemskerk,Engineer,1985-04-25,1990-01-02
299843,Leon,Serdy,Engineer,1985-08-17,1994-08-17
299891,Martine,Wendorf,Staff,1985-12-31,1990-12-31
400008,Mandell,Alencar,Engineer,1985-10-07,1991-10-07
400035,Gal,dAstous,Engineer,1985-07-28,1994-07-28
400083,Yongdong,Stellhorn,Senior Staff,1985-04-04,1999-12-14
400335,Ennio,Angelopoulos,Staff,1985-02-27,1990-02-27
400338,Adil,Horswill,Senior Staff,1985-10-02,1994-04-08
400368,Shietung,Egerstedt,Engineer,1985-04-15,1993-04-15
400371,Remmert,Byoun,Engineer,1985-10-07,1992-10-07
400380,Xiahua,Meriste,Senior Staff,1985-10-23,1987-02-14
400385,Ranan,Deville,Engineer,1985-05-22,1993-05-22
400449,Poornachandra,Templeman,Assistant Engineer,1985-02-19,1990-02-19
400456,Tzu,Ratzlaff,Engineer,1985-05-26,1992-05-26
400480,Danai,Debuse,Staff,1985-05-26,1993-05-26
400532,Masami,Bultermann,Engineer,1985-06-12,1994-06-12
400543,Poorav,Jenevein,Engineer,1985-08-17,1992-08-17
400589,Yechezkel,Beetstra,Engineer,1985-07-25,1993-07-25
400611,Alain,Birke,Staff,1985-12-26,1991-12-26
400654,Ziva,Rikino,Engineer,1985-10-12,1992-10-12
400765,Remko,Schonegge,Staff,1985-10-25,1994-10-25
400893,Hercules,Pietracaprina,Staff,1985-04-26,1990-04-26
400897,George,Khalil,Staff,1985-09-14,1991-09-14
400956,Kinh,Streit,Staff,1985-05-25,1994-05-25
401061,Thanasis,Picaronny,Staff,1985-05-21,1987-05-12
401074,Janalee,Baby,Engineer,1985-10-27,1993-10-27
401110,Dzung,Georgatos,Senior Engineer,1985-08-08,9999-01-01
401224,Yonghong,Farrag,Staff,1985-12-26,1992-12-26
401240,Heng,Rusmann,Staff,1985-05-20,1994-05-20
401290,Guttorm,Kugler,Senior Staff,1985-12-30,9999-01-01
401347,Tokuyasu,Emden,Engineer,1985-12-13,1994-12-13
401360,Sashi,Gluchowski,Senior Engineer,1985-06-24,9999-01-01
401386,Waiman,Staelin,Staff,1985-06-24,1994-06-24
401666,Leon,Doering,Senior Staff,1985-05-21,9999-01-01
401715,Serenella,Rando,Engineer,1985-09-04,1993-09-04
401778,Vatsa,Giveon,Engineer,1985-08-16,1992-08-16
401812,Goncalo,Petersohn,Engineer,1985-04-10,1992-04-10
401870,Mitsuyuki,Weedman,Senior Engineer,1985-12-30,9999-01-01
401886,Denny,Mukaidono,Engineer,1985-04-29,1992-04-29
401888,Aleksandar,Legleitner,Engineer,1985-06-23,1991-06-23
401909,Susanne,Stellhorn,Senior Engineer,1985-04-03,9999-01-01
401919,Shaunak,Honglei,Engineer,1985-09-07,1992-09-07
401939,Navin,Gide,Engineer,1985-05-07,1990-05-07
401943,Kazuhide,Nations,Staff,1985-12-17,1991-12-17
401952,Bedrich,Vadhan,Staff,1985-10-10,1994-10-10
401996,Jianwen,Angelov,Staff,1985-05-21,1991-05-21
402024,Shmuel,Birch,Engineer,1985-07-18,1992-07-18
402060,Sigeru,Adachi,Staff,1985-07-18,1991-07-18
402082,Hausi,Porotnikoff,Staff,1985-10-22,1991-10-22
402114,Morrie,Awdeh,Senior Engineer,1985-06-08,9999-01-01
402350,Cedric,Tetzlaff,Senior Engineer,1985-04-09,9999-01-01
402433,Chinya,Driscoll,Engineer,1985-03-26,1991-03-26
402462,Heather,Brookner,Engineer,1985-08-12,1994-08-12
402608,Shaowei,Vecchio,Assistant Engineer,1985-04-01,1993-04-01
402627,Constantine,Bisiani,Engineer,1985-08-31,1992-08-31
402633,Oguz,Buchter,Engineer,1985-11-06,1994-11-06
402660,Odoardo,Douceur,Senior Staff,1985-09-04,9999-01-01
402699,Phuoc,Legleitner,Engineer,1985-09-17,1991-09-17
402813,Trygve,Valette,Engineer,1985-08-12,1990-07-24
402940,Aleksander,Driscoll,Staff,1985-02-08,1990-02-08
402949,Paddy,Sluis,Engineer,1985-03-11,1991-03-11
402999,Arnd,Vrecion,Senior Engineer,1985-08-12,9999-01-01
403014,Kayoko,Luders,Engineer,1985-09-04,1994-09-04
403043,Percy,Feldmann,Assistant Engineer,1985-11-01,1991-11-01
403077,Niranjan,Besancenot,Engineer,1985-09-30,1994-09-30
403104,Vasilis,Parfitt,Staff,1985-08-28,1993-08-28
403152,Moheb,Rosin,Staff,1985-08-05,1993-08-05
403180,Kellie,Shimshoni,Engineer,1985-06-14,1990-06-14
403233,Nobuyoshi,Kisuki,Engineer,1985-10-02,1994-10-02
403234,Odysseas,Pavlopoulou,Engineer,1985-04-19,1994-04-19
403290,Alain,Millington,Engineer,1985-04-01,1991-04-01
403297,Marl,Chartres,Staff,1985-04-25,1994-04-25
403325,Woody,Munoz,Senior Engineer,1985-09-03,1992-03-31
403410,Abdelwaheb,Chinal,Senior Staff,1985-08-04,9999-01-01
403448,Pantung,Plessier,Assistant Engineer,1985-12-18,1992-04-25
403487,Yahiko,Majewski,Senior Staff,1985-02-10,9999-01-01
403553,Jaques,Hashii,Staff,1985-02-05,1990-02-05
403573,Eirik,Binding,Staff,1985-07-01,1992-07-01
403684,Miquel,Randi,Staff,1985-10-25,1991-10-25
403702,Pragnesh,Benner,Engineer,1985-06-28,1990-06-28
403748,Pintsang,Merro,Technique Leader,1985-11-10,1992-05-13
403789,Mani,Matzke,Assistant Engineer,1985-11-06,1990-11-06
403793,Theirry,Sridhar,Assistant Engineer,1985-08-02,1991-08-02
403922,Jaana,Asmuth,Engineer,1985-09-23,1989-08-04
403956,Xiping,Weedman,Engineer,1985-04-07,1992-04-07
403974,Sugwoo,Muniz,Senior Engineer,1985-09-18,9999-01-01
403987,Sudhanshu,Diderrich,Staff,1985-04-10,1994-04-10
404090,Radhika,Zeilberger,Engineer,1985-07-20,1993-07-20
404114,Claudi,Bellone,Engineer,1985-07-18,1994-07-18
404162,Oksana,Willoner,Staff,1985-03-21,1991-03-21
404175,Mohit,Katzenelson,Engineer,1985-11-15,1991-11-15
404265,Sajjad,Tsunoo,Senior Staff,1985-04-23,9999-01-01
404439,Weiye,Spieker,Assistant Engineer,1985-02-18,1993-02-18
404463,Aloys,Lukaszewicz,Senior Staff,1985-02-12,9999-01-01
404483,Herb,Riexinger,Staff,1985-10-23,1993-12-20
404541,Ayonca,Benzmuller,Staff,1985-05-01,1992-05-01
404684,Divier,Oberman,Engineer,1985-09-26,1990-09-26
404711,Satoru,Bolsens,Staff,1985-04-13,1991-04-13
404744,Serge,Mellouli,Staff,1985-09-04,1993-09-04
404811,Kwangyoen,Lanteri,Engineer,1985-06-28,1990-06-28
404880,Zhenhua,Farrar,Engineer,1985-09-30,1993-09-30
404900,Georgi,Boguraev,Engineer,1985-12-12,1994-12-12
404907,Zhaofang,Shihab,Engineer,1985-05-20,1991-05-20
405051,Bokyung,Srimani,Senior Engineer,1985-07-25,9999-01-01
405194,Kazuhiko,Lampe,Staff,1985-11-04,1991-11-04
405255,Jinxi,Erni,Staff,1985-11-17,1990-11-17
405327,Nikolaos,Strandh,Engineer,1985-11-24,1994-11-24
405330,Ravishankar,Denny,Engineer,1985-03-17,1994-03-17
405345,Hongzhu,Zykh,Engineer,1985-03-14,1990-03-14
405412,Patricia,Sethi,Staff,1985-08-15,1991-08-15
405467,Dulce,Cincotta,Staff,1985-10-16,1990-10-16
405515,Jianhao,Shinomoto,Staff,1985-10-24,1992-10-24
405547,Aruna,Warwick,Senior Engineer,1985-07-27,9999-01-01
405593,Amstein,Chachaty,Engineer,1985-02-07,1993-02-07
405670,Jayson,Xiaoshan,Staff,1985-02-27,1993-02-27
405704,Kersti,Broomell,Senior Engineer,1985-04-11,9999-01-01
405780,Jouni,Doering,Senior Engineer,1985-12-16,9999-01-01
405859,Mabhin,Asser,Senior Staff,1985-06-09,9999-01-01
405864,Toshimi,Hanratty,Engineer,1985-11-17,1993-11-17
405895,Nishit,Schiper,Staff,1985-11-06,1992-11-06
405948,Jungsoon,Janocha,Engineer,1985-11-07,1991-11-07
406044,Ziya,Hebden,Engineer,1985-06-10,1993-06-10
406105,Abdelghani,Przulj,Staff,1985-02-25,1992-02-26
406106,Basant,Arlazarov,Staff,1985-04-22,1990-06-17
406256,Jaihie,Keirsey,Staff,1985-08-14,1992-08-14
406279,Shooichi,Alpay,Engineer,1985-09-15,1994-09-15
406286,Youjian,Lukaszewicz,Senior Engineer,1985-12-09,9999-01-01
406296,Shrikanth,Cangellaris,Senior Engineer,1985-06-16,9999-01-01
406334,Jinxi,Maginnis,Engineer,1985-07-16,1993-07-16
406417,Paraskevi,Bala,Staff,1985-05-23,1990-05-23
406425,Oguz,Krone,Senior Engineer,1985-10-01,9999-01-01
406584,Gianluca,Oaver,Senior Staff,1985-04-21,9999-01-01
406656,Susuma,Beausoleil,Staff,1985-07-04,1991-07-04
406662,Clyde,Melichar,Senior Engineer,1985-03-16,9999-01-01
406674,Zhanqiu,Stiles,Engineer,1985-05-15,1991-05-15
406685,Danai,Perko,Engineer,1985-10-30,1993-10-30
406706,Shridhar,Pezzoli,Senior Staff,1985-05-19,2001-12-01
406717,Patricia,Bauknecht,Engineer,1985-02-03,1990-02-03
406801,Udi,Krone,Engineer,1985-08-20,1990-08-20
406815,Abdelkader,Veldwijk,Staff,1985-02-05,1994-02-05
406855,Shaibal,Beerel,Engineer,1985-07-13,1993-07-13
406869,Mitchel,Zhang,Engineer,1985-04-11,1991-04-11
407001,Krisda,Senzako,Engineer,1985-10-05,1991-10-05
407004,Kwangyoen,Hartvigsen,Assistant Engineer,1985-05-17,1993-05-17
407066,Herbert,Cusworth,Engineer,1985-09-03,1994-09-03
407128,Premsyl,Attimonelli,Staff,1985-03-06,1993-03-06
407139,DeForest,Ramras,Senior Staff,1985-02-27,9999-01-01
407237,Chikako,Sommen,Staff,1985-12-10,1993-12-10
407293,Boutros,Perez,Engineer,1985-12-10,1986-08-21
407307,Florina,Byoun,Engineer,1985-03-01,1993-03-01
407345,Kristine,Onuegbe,Assistant Engineer,1985-08-03,1992-08-03
407364,Debatosh,Champarnaud,Engineer,1985-04-26,1992-04-26
407440,Shan,Wolniewicz,Staff,1985-10-20,1993-10-20
407474,Marit,Murtagh,Staff,1985-11-02,1994-11-02
407584,Yongmao,Leivant,Technique Leader,1985-05-26,9999-01-01
407812,Izaskun,Malabarba,Engineer,1985-05-22,1991-05-22
407869,Youssef,Candan,Assistant Engineer,1985-03-24,1993-03-24
407968,Tadahiko,Olano,Senior Staff,1985-04-14,9999-01-01
408010,Yannik,Glinert,Engineer,1985-02-13,1991-02-13
408103,Urs,Ranka,Senior Engineer,1985-12-28,1988-01-04
408239,Bojan,Qiwen,Staff,1985-04-29,1990-04-29
408352,Kersti,Engberts,Staff,1985-09-11,1990-09-11
408382,Jacopo,Dusink,Engineer,1985-03-23,1990-03-23
408424,Sadegh,Schmezko,Engineer,1985-06-13,1991-06-13
408490,Aimee,Christianini,Engineer,1985-10-01,1994-10-01
408521,Stamatina,Stentiford,Engineer,1985-10-03,1994-10-03
408579,Susanne,Bardell,Engineer,1985-02-28,1992-02-29
408605,Khun,Verspoor,Staff,1985-02-05,1993-02-05
408617,Etsuo,Negoita,Assistant Engineer,1985-11-04,1991-11-04
408793,Billur,Msuda,Assistant Engineer,1985-11-06,1994-11-06
408859,Jacopo,Bahk,Staff,1985-04-19,1992-04-19
408907,Herb,Swan,Engineer,1985-02-05,1991-02-05
409095,Clyde,Karner,Senior Engineer,1985-04-20,9999-01-01
409133,Nitsan,Kleiser,Staff,1985-05-18,1993-05-18
409175,Mototsugu,Belinskaya,Engineer,1985-12-08,1990-12-08
409233,Etsuo,Gronowski,Staff,1985-11-04,1994-11-04
409281,Younwoo,Monkewich,Engineer,1985-11-05,1990-11-05
409339,Fabrizio,Kroha,Staff,1985-12-27,1990-12-27
409413,Margo,Plumb,Assistant Engineer,1985-11-14,1991-11-14
409756,Sven,Decaestecker,Senior Engineer,1985-05-23,9999-01-01
409857,Jayson,Kusakabe,Engineer,1985-05-01,1993-05-01
409897,Mohd,Percebois,Staff,1985-07-06,1991-07-06
409973,Yefim,Gyimothy,Staff,1985-02-23,1992-02-24
410008,Chinho,Lambe,Staff,1985-04-25,1991-04-25
410021,Herb,Thiran,Staff,1985-06-02,1991-06-02
410055,Gao,Vasanthakumar,Staff,1985-03-15,1990-03-15
410073,Sverrir,Vernadat,Senior Staff,1985-06-07,9999-01-01
410120,Hidekazu,Haldar,Engineer,1985-10-15,1992-10-15
410166,Uli,Chleq,Engineer,1985-07-15,1993-07-15
410168,Erez,Douceur,Engineer,1985-09-22,1991-09-22
410174,Shawna,Lorcy,Senior Engineer,1985-11-06,9999-01-01
410224,Fun,Mellouli,Engineer,1985-02-20,1990-02-20
410277,Tse,VanScheik,Senior Staff,1985-02-14,9999-01-01
410355,Leif,Rosti,Technique Leader,1985-02-12,9999-01-01
410445,Ortrud,Menyhert,Engineer,1985-06-25,1993-06-25
410480,Dmitry,Awdeh,Engineer,1985-03-20,1993-03-20
410583,Ziyad,Strehl,Engineer,1985-08-31,1994-08-31
410624,Xuejia,Garnham,Staff,1985-10-10,1994-10-10
410646,Sadegh,Knightly,Engineer,1985-03-09,1992-03-09
410656,Sham,Gubsky,Staff,1985-02-17,1992-02-18
410713,Guenter,Stamatiou,Staff,1985-06-30,1994-06-30
410769,Supot,Akiyama,Senior Engineer,1985-03-29,9999-01-01
410924,Luerbio,Nations,Staff,1985-05-13,1991-05-13
410995,Taegyun,Guting,Senior Staff,1985-11-28,9999-01-01
411125,Karlis,Simmen,Senior Staff,1985-11-17,9999-01-01
411131,Stella,Junet,Engineer,1985-05-08,1991-05-08
411219,Amabile,Vesna,Senior Engineer,1985-12-11,1987-06-02
411282,Arto,Chandrasekhar,Senior Engineer,1985-05-12,9999-01-01
411289,Jaihie,Keirsey,Technique Leader,1985-07-17,9999-01-01
411291,Sahrah,Stamatiou,Staff,1985-10-19,1993-10-19
411326,Domenick,Staudhammer,Staff,1985-08-19,1994-05-10
411473,Basant,Thorensen,Technique Leader,1985-12-24,9999-01-01
411658,Ayonca,Salinas,Senior Staff,1985-11-01,1996-05-03
411667,Martial,Kopetz,Staff,1985-08-09,1992-08-09
411692,Willard,Gulak,Staff,1985-08-25,1993-08-25
411698,Xiong,Guerreiro,Staff,1985-10-22,1993-10-22
411745,Kshitij,Marciano,Senior Staff,1985-11-30,9999-01-01
411761,Lech,Erni,Engineer,1985-08-22,1994-08-22
411762,Koldo,Dichev,Staff,1985-09-29,1991-09-29
411852,Paddy,Mitchem,Engineer,1985-04-14,1994-04-14
411875,Mizuhito,Biron,Staff,1985-10-03,1994-10-03
411893,Kristin,Streng,Staff,1985-09-21,1993-09-21
411951,Yishai,Feldmann,Engineer,1985-03-05,1987-10-20
411973,Shir,Antonisse,Engineer,1985-06-07,1993-06-07
411975,Krassimir,Gniady,Engineer,1985-05-25,1991-05-25
411977,Gino,Choobineh,Engineer,1985-07-04,1991-07-04
412130,Hongzhu,Siepmann,Engineer,1985-04-23,1993-04-23
412152,Reuven,Ranft,Staff,1985-11-02,1994-11-02
412165,Boalin,Ozeki,Staff,1985-06-25,1986-03-30
412212,Iara,Brandsma,Senior Staff,1985-09-09,1990-04-15
412237,George,Buchter,Senior Staff,1985-03-15,9999-01-01
412338,Georg,Alameldin,Engineer,1985-09-22,1991-09-22
412342,Divine,Perin,Engineer,1985-07-19,1993-07-19
412374,Xiaobin,Stafford,Engineer,1985-06-17,1991-06-17
412382,Nishit,Jeong,Staff,1985-08-19,1990-08-19
412434,Xuedong,Ratzlaff,Technique Leader,1985-04-13,9999-01-01
412462,Manohar,Hagimont,Senior Engineer,1985-07-28,2001-03-09
412492,Pranas,Anily,Senior Staff,1985-09-27,9999-01-01
412497,Make,Bennet,Staff,1985-12-21,1991-12-21
412552,Filipe,Fairtlough,Senior Engineer,1985-09-07,9999-01-01
412564,Chenxi,Goodrum,Senior Staff,1985-10-23,9999-01-01
412625,Weiru,Lupu,Engineer,1985-08-23,1993-08-23
412668,Indrajit,Weedman,Assistant Engineer,1985-05-11,1990-05-11
412686,Hatem,Sidou,Engineer,1985-09-25,1990-09-25
412697,Yannik,Giarratana,Engineer,1985-03-09,1993-03-09
412716,Doowon,Birnbaum,Staff,1985-11-22,1992-11-22
412776,Kokou,Back,Senior Staff,1985-05-04,9999-01-01
412823,Abdelaziz,Pouyioutas,Engineer,1985-10-03,1990-10-03
412920,Susanne,Hofstetter,Staff,1985-12-19,1993-12-19
412941,Arfst,Tramer,Technique Leader,1985-04-06,9999-01-01
413076,Sanjeeva,Vandervoorde,Senior Staff,1985-05-28,9999-01-01
413152,Xinglin,Chiola,Staff,1985-05-23,1992-05-23
413187,Tommaso,Brizzi,Engineer,1985-05-27,1994-05-27
413204,Jingling,Wynblatt,Senior Engineer,1985-11-01,9999-01-01
413219,Danil,Kalafatis,Staff,1985-04-12,1994-04-12
413227,Radhika,Jeansoulin,Staff,1985-02-08,1993-02-08
413362,Michaela,Maierhofer,Engineer,1985-06-18,1992-06-18
413414,Mingzeng,Maksimenko,Engineer,1985-10-13,1991-10-13
413532,Fusako,Luce,Engineer,1985-12-18,1993-12-18
413621,Jeong,Krohm,Senior Engineer,1985-05-24,9999-01-01
413633,Bernice,Kropp,Engineer,1985-06-10,1994-06-10
413648,Willard,Ariola,Engineer,1985-08-15,1990-08-15
413673,Keiichiro,Munoz,Staff,1985-09-14,1994-09-14
413680,Gonzalo,Shimshoni,Staff,1985-12-11,1994-12-11
413756,Navid,Kirkerud,Senior Engineer,1985-10-02,9999-01-01
413824,Val,Christianini,Staff,1985-10-26,1990-10-26
413879,Dharmaraja,Zuberek,Staff,1985-06-23,1990-06-23
413883,Saeko,Pokrovskii,Engineer,1985-02-23,1992-02-24
413981,Hiroyasu,Naudin,Staff,1985-07-03,1992-07-03
414047,Theron,Preusig,Senior Engineer,1985-08-20,9999-01-01
414122,Goetz,Avouris,Technique Leader,1985-08-08,1998-01-25
414127,Basant,Babb,Senior Engineer,1985-04-26,9999-01-01
414143,Alois,Breugel,Engineer,1985-09-27,1993-09-27
414144,Taiji,Madeira,Staff,1985-11-07,1986-03-08
414166,Armond,Kobuchi,Engineer,1985-12-26,1993-12-26
414209,Sangeeta,Biron,Assistant Engineer,1985-08-15,1993-06-01
414348,Tomofumi,Birke,Senior Staff,1985-02-11,1995-05-21
414364,Shaleah,Toyoshima,Engineer,1985-04-22,1992-04-22
414469,Danae,Pena,Senior Staff,1985-10-05,9999-01-01
414498,Remzi,Olano,Engineer,1985-08-27,1994-08-27
414516,Geraldo,Saoudi,Engineer,1985-09-30,1990-05-16
414522,Filipe,Gornas,Staff,1985-11-17,1991-11-17
414545,Chandrasekaran,Chaudhury,Engineer,1985-05-18,1994-05-18
414617,Alejandro,Baalen,Staff,1985-03-02,1992-03-02
414622,Sashi,Bernatsky,Engineer,1985-02-13,1990-02-13
414810,Bartek,Przulj,Staff,1985-07-30,1991-07-30
414857,Zhigen,Eiter,Senior Staff,1985-09-15,9999-01-01
414873,Sugwoo,Auyong,Engineer,1985-04-18,1992-04-18
414882,Mary,Panangaden,Senior Engineer,1985-08-30,9999-01-01
415013,Lidong,Pillow,Assistant Engineer,1985-07-24,1991-07-24
415039,Chuanyi,Tokunaga,Engineer,1985-02-04,1985-09-26
